"t" "y" "id"
0.117958072340116 1.62078694881669 1
0.133166207466274 2.99909914329104 1
0.150210141669959 4.41245744816921 1
0.22661860845983 6.72685213926031 1
0.229181310394779 7.27920029908585 1
0.419718792894855 0.645027812708833 1
0.445013542193919 2.45773248149159 1
0.445333080831915 4.03614976857327 1
0.46413128497079 4.57015291974617 1
0.507019445765764 13.0411812836662 1
0.718309182440862 -1.37243022200979 1
0.73619717056863 -1.58253376836703 1
0.753112596692517 -1.13733471604442 1
0.830611442448571 5.64185787730363 1
0.0344680522102863 0.304388492170512 2
0.116340643027797 0.693069964113164 2
0.350822395412251 -1.39242002119888 2
0.443002797663212 -0.555871551893827 2
0.557892682729289 2.76365295939919 2
0.559162497986108 1.20159395019027 2
0.642740010516718 -1.82838221866784 2
0.693056093994528 -0.688439154850126 2
0.900561627699062 -0.690212120040346 2
0.938969028647989 -1.51927341674731 2
0.968460828997195 -1.04682361074431 2
0.99158631102182 0.936169552690028 2
0.0397494467906654 1.49928613257808 3
0.0990630034357309 0.536696316811022 3
0.144609823124483 4.62301106205594 3
0.320223642047495 2.61268587165548 3
0.33950762078166 0.468134212045781 3
0.377863829024136 1.81131590108489 3
0.382705064257607 1.13194706311825 3
0.437065647915006 4.79120772490345 3
0.540802569128573 6.05979426177786 3
0.567789349704981 3.18176048154891 3
0.862717308104038 2.45413191850305 3
0.0307112035807222 0.394862097361886 4
0.0473530364688486 1.3418135860376 4
0.0649910238571465 1.51763268500542 4
0.162768192589283 4.73176738407308 4
0.19799096789211 9.2130791016168 4
0.246640789555386 3.5840785956805 4
0.259950894862413 4.75263534772232 4
0.365906634600833 0.0557362935440395 4
0.430006029782817 0.134078885061501 4
0.55884593562223 3.87229383122769 4
0.831219260115176 7.86961259011423 4
0.833562235580757 2.98666341341814 4
0.841103591024876 1.47073032857024 4
0.854338283883408 0.324204046073403 4
0.0143728216644377 0.708261832253428 5
0.0842047021724284 1.38172943158634 5
0.221492286538705 7.62845142994657 5
0.251194262877107 3.57733442336823 5
0.293200757121667 1.62535468227273 5
0.310963599709794 -0.474323508918724 5
0.457221772987396 4.74493396264879 5
0.505229287547991 12.2069989451281 5
0.543055192567408 3.67926920880783 5
0.572854801081121 1.49651056847322 5
0.853236257564276 1.08832241451076 5
0.951032937970012 -1.14112250258888 5
0.965479970909655 -0.544636098245377 5
0.0238079065456986 0.690505130433796 6
0.0416528829373419 0.226057899223286 6
0.145703328307718 4.12229316889773 6
0.159277111524716 5.81599814429056 6
